006000.jpe	1	[[(22, 190), (24, 21), (143, 21), (148, 189)]]
006001.jpe	1	[[(9, 215), (8, 10), (157, 10), (157, 219)]]
006002.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006003.jpe	1	[[(34, 181), (32, 57), (107, 63), (107, 172)]]
006004.jpe	1	[[(51, 118), (49, 14), (192, 13), (193, 116)]]
006005.jpe	4	[[(20, 114), (26, 45), (77, 45), (79, 114)], [(89, 115), (86, 47), (136, 46), (147, 114)], [(94, 218), (89, 119), (150, 121), (163, 215)], [(10, 220), (19, 119), (80, 119), (83, 217)]]
006006.jpe	1	[[(0, 224), (0, 0), (157, 0), (157, 224)]]
006007.jpe	1	[[(0, 212), (18, 15), (154, 19), (156, 227)]]
006008.jpe	1	[[(6, 216), (17, 12), (153, 19), (156, 219)]]
006009.jpe	18	[[(6, 39), (6, 7), (30, 7), (30, 39)], [(32, 38), (32, 6), (55, 6), (56, 38)], [(57, 37), (57, 5), (81, 5), (82, 37)], [(83, 37), (83, 4), (106, 4), (106, 37)], [(108, 36), (108, 3), (131, 3), (132, 36)], [(137, 36), (137, 2), (161, 2), (162, 35)], [(167, 34), (167, 2), (191, 2), (193, 34)], [(199, 34), (198, 1), (221, 1), (223, 34)], [(11, 76), (11, 41), (37, 41), (36, 75)], [(44, 76), (44, 41), (69, 41), (70, 75)], [(78, 74), (76, 41), (102, 40), (103, 74)], [(109, 73), (107, 39), (133, 39), (134, 73)], [(138, 73), (137, 39), (161, 39), (163, 72)], [(166, 73), (164, 39), (189, 39), (191, 72)], [(196, 71), (194, 38), (219, 37), (221, 71)], [(1, 115), (1, 79), (27, 78), (27, 115)], [(45, 113), (43, 78), (70, 77), (69, 112)], [(93, 111), (91, 75), (117, 74), (118, 110)]]
006010.jpe	1	[[(8, 168), (8, 42), (93, 37), (93, 175)]]
006011.jpe	1	[[(5, 220), (5, 2), (161, 0), (166, 222)]]
006012.jpe	1	[[(0, 224), (0, 0), (157, 0), (157, 224)]]
006013.jpe	1	[[(28, 203), (13, 37), (157, 36), (141, 205)]]
006014.jpe	1	[[(52, 165), (59, 27), (151, 27), (161, 162)]]
006015.jpe	1	[[(69, 143), (65, 27), (153, 27), (150, 141)]]
006016.jpe	1	[[(7, 222), (8, 9), (159, 9), (161, 221)]]
006017.jpe	1	[[(6, 219), (6, 7), (158, 7), (157, 222)]]
006018.jpe	1	[[(51, 169), (54, 4), (171, 6), (168, 169)]]
006019.jpe	1	[[(2, 221), (18, 31), (144, 40), (149, 221)]]
006020.jpe	1	[[(50, 171), (54, 17), (154, 18), (164, 164)]]
006021.jpe	1	[[(8, 218), (9, 1), (176, 1), (176, 219)]]
006022.jpe	1	[[(23, 204), (20, 14), (152, 7), (151, 195)]]
006023.jpe	1	[[(13, 213), (14, 9), (156, 11), (162, 210)]]
006024.jpe	1	[[(15, 177), (15, 32), (119, 32), (120, 178)]]
006025.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006026.jpe	1	[[(14, 206), (18, 33), (127, 33), (150, 197)]]
006027.jpe	1	[[(23, 198), (20, 15), (152, 12), (151, 195)]]
006028.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006029.jpe	1	[[(6, 220), (9, 6), (161, 7), (160, 220)]]
006030.jpe	1	[[(31, 212), (32, 61), (139, 60), (140, 209)]]
006031.jpe	5	[[(78, 44), (80, 15), (104, 15), (103, 45)], [(115, 48), (116, 16), (141, 17), (140, 48)], [(153, 50), (152, 18), (177, 17), (178, 50)], [(189, 51), (187, 18), (211, 19), (213, 51)], [(76, 104), (88, 72), (110, 81), (98, 112)]]
006032.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006033.jpe	1	[[(21, 197), (24, 25), (151, 26), (154, 199)]]
006034.jpe	1	[[(11, 215), (11, 10), (158, 10), (159, 214)]]
006035.jpe	1	[[(22, 215), (15, 17), (156, 11), (157, 211)]]
006036.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006037.jpe	1	[[(53, 163), (54, 7), (165, 7), (166, 163)]]
006038.jpe	1	[[(10, 228), (31, 67), (130, 68), (143, 232)]]
006039.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006040.jpe	1	[[(15, 208), (15, 13), (153, 13), (155, 206)]]
006041.jpe	1	[[(6, 216), (13, 13), (150, 12), (162, 212)]]
006042.jpe	1	[[(10, 201), (13, 13), (146, 11), (150, 200)]]
006043.jpe	1	[[(10, 204), (15, 11), (156, 13), (148, 213)]]
006044.jpe	1	[[(14, 224), (0, 8), (165, 7), (152, 217)]]
006045.jpe	1	[[(43, 169), (55, 45), (153, 45), (170, 168)]]
006046.jpe	1	[[(52, 168), (65, 34), (164, 34), (183, 167)]]
006047.jpe	1	[[(0, 224), (0, 0), (160, 0), (160, 224)]]
006048.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006049.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006050.jpe	1	[[(14, 218), (15, 15), (157, 14), (159, 218)]]
006051.jpe	0	[]
006052.jpe	1	[[(0, 224), (0, 0), (160, 0), (160, 224)]]
006053.jpe	1	[[(44, 165), (53, 9), (157, 11), (166, 164)]]
006054.jpe	1	[[(48, 160), (48, 4), (160, 4), (159, 160)]]
006055.jpe	1	[[(4, 169), (13, 22), (114, 24), (120, 171)]]
006056.jpe	1	[[(45, 162), (46, 1), (160, 1), (160, 161)]]
006057.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006058.jpe	1	[[(0, 224), (0, 0), (160, 0), (160, 224)]]
006059.jpe	2	[[(29, 146), (16, 31), (108, 30), (110, 145)], [(114, 146), (114, 31), (203, 32), (191, 144)]]
006060.jpe	1	[[(26, 188), (28, 31), (138, 31), (143, 188)]]
006061.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006062.jpe	1	[[(31, 214), (32, 7), (179, 8), (179, 215)]]
006063.jpe	1	[[(11, 215), (19, 15), (157, 16), (160, 218)]]
006064.jpe	1	[[(72, 145), (65, 24), (164, 24), (156, 146)]]
006065.jpe	1	[[(47, 196), (31, 52), (158, 49), (148, 200)]]
006066.jpe	1	[[(59, 168), (59, 3), (177, 3), (180, 168)]]
006067.jpe	1	[[(53, 147), (53, 57), (118, 58), (116, 147)]]
006068.jpe	2	[[(33, 139), (23, 26), (114, 28), (110, 139)], [(114, 140), (119, 29), (207, 32), (190, 140)]]
006069.jpe	1	[[(0, 220), (5, 1), (160, 3), (159, 222)]]
006070.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006071.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006072.jpe	1	[[(41, 164), (42, 0), (159, -1), (161, 163)]]
006073.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006074.jpe	1	[[(31, 198), (28, 57), (132, 55), (132, 197)]]
006075.jpe	1	[[(54, 165), (53, 10), (163, 10), (164, 164)]]
006076.jpe	1	[[(48, 181), (59, 44), (164, 43), (185, 177)]]
006077.jpe	1	[[(1, 217), (11, 1), (154, 8), (166, 213)]]
006078.jpe	1	[[(66, 148), (63, 21), (158, 22), (155, 148)]]
006079.jpe	2	[[(33, 140), (20, 25), (113, 24), (113, 140)], [(117, 140), (118, 25), (211, 25), (196, 140)]]
006080.jpe	1	[[(0, 224), (0, 0), (157, 0), (157, 224)]]
006081.jpe	1	[[(12, 217), (13, 4), (164, 5), (163, 218)]]
006082.jpe	1	[[(33, 214), (34, 9), (180, 10), (179, 215)]]
006083.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006084.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006085.jpe	1	[[(23, 206), (21, 58), (128, 57), (130, 210)]]
006086.jpe	1	[[(11, 212), (11, 11), (155, 11), (157, 211)]]
006087.jpe	1	[[(0, 224), (0, 0), (161, 0), (161, 224)]]
006088.jpe	1	[[(69, 115), (80, 29), (144, 32), (146, 118)]]
